Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
E0,11-08-2017,Arsenal,Leicester,4,3,H,2,2,D,2017-18
E0,12-08-2017,Brighton,Man City,0,2,A,0,0,D,2017-18
E0,12-08-2017,Chelsea,Burnley,2,3,A,0,3,A,2017-18
E0,12-08-2017,Crystal Palace,Huddersfield,0,3,A,0,2,A,2017-18
E0,12-08-2017,Everton,Stoke,1,0,H,1,0,H,2017-18
E0,12-08-2017,Southampton,Swansea,0,0,D,0,0,D,2017-18
E0,12-08-2017,Watford,Liverpool,3,3,D,2,1,H,2017-18
E0,12-08-2017,West Brom,Bournemouth,1,0,H,1,0,H,2017-18
E0,13-08-2017,Man United,West Ham,4,0,H,1,0,H,2017-18
E0,13-08-2017,Newcastle,Tottenham,0,2,A,0,0,D,2017-18
E0,19-08-2017,Bournemouth,Watford,0,2,A,0,0,D,2017-18
E0,19-08-2017,Burnley,West Brom,0,1,A,0,0,D,2017-18
E0,19-08-2017,Leicester,Brighton,2,0,H,1,0,H,2017-18
E0,19-08-2017,Liverpool,Crystal Palace,1,0,H,0,0,D,2017-18
E0,19-08-2017,Southampton,West Ham,3,2,H,2,1,H,2017-18
E0,19-08-2017,Stoke,Arsenal,1,0,H,0,0,D,2017-18
E0,19-08-2017,Swansea,Man United,0,4,A,0,1,A,2017-18
E0,20-08-2017,Huddersfield,Newcastle,1,0,H,0,0,D,2017-18
E0,20-08-2017,Tottenham,Chelsea,1,2,A,0,1,A,2017-18
E0,21-08-2017,Man City,Everton,1,1,D,0,1,A,2017-18
E0,26-08-2017,Bournemouth,Man City,1,2,A,1,1,D,2017-18
E0,26-08-2017,Crystal Palace,Swansea,0,2,A,0,1,A,2017-18
E0,26-08-2017,Huddersfield,Southampton,0,0,D,0,0,D,2017-18
E0,26-08-2017,Man United,Leicester,2,0,H,0,0,D,2017-18
E0,26-08-2017,Newcastle,West Ham,3,0,H,1,0,H,2017-18
E0,26-08-2017,Watford,Brighton,0,0,D,0,0,D,2017-18
E0,27-08-2017,Chelsea,Everton,2,0,H,2,0,H,2017-18
E0,27-08-2017,Liverpool,Arsenal,4,0,H,2,0,H,2017-18
E0,27-08-2017,Tottenham,Burnley,1,1,D,0,0,D,2017-18
E0,27-08-2017,West Brom,Stoke,1,1,D,0,0,D,2017-18
E0,09-09-2017,Arsenal,Bournemouth,3,0,H,2,0,H,2017-18
E0,09-09-2017,Brighton,West Brom,3,1,H,1,0,H,2017-18
E0,09-09-2017,Everton,Tottenham,0,3,A,0,2,A,2017-18
E0,09-09-2017,Leicester,Chelsea,1,2,A,0,1,A,2017-18
E0,09-09-2017,Man City,Liverpool,5,0,H,2,0,H,2017-18
E0,09-09-2017,Southampton,Watford,0,2,A,0,1,A,2017-18
E0,09-09-2017,Stoke,Man United,2,2,D,1,1,D,2017-18
E0,10-09-2017,Burnley,Crystal Palace,1,0,H,1,0,H,2017-18
E0,10-09-2017,Swansea,Newcastle,0,1,A,0,0,D,2017-18
E0,11-09-2017,West Ham,Huddersfield,2,0,H,0,0,D,2017-18
E0,15-09-2017,Bournemouth,Brighton,2,1,H,0,0,D,2017-18
E0,16-09-2017,Crystal Palace,Southampton,0,1,A,0,1,A,2017-18
E0,16-09-2017,Huddersfield,Leicester,1,1,D,0,0,D,2017-18
E0,16-09-2017,Liverpool,Burnley,1,1,D,1,1,D,2017-18
E0,16-09-2017,Newcastle,Stoke,2,1,H,1,0,H,2017-18
E0,16-09-2017,Tottenham,Swansea,0,0,D,0,0,D,2017-18
E0,16-09-2017,Watford,Man City,0,6,A,0,3,A,2017-18
E0,16-09-2017,West Brom,West Ham,0,0,D,0,0,D,2017-18
E0,17-09-2017,Chelsea,Arsenal,0,0,D,0,0,D,2017-18
E0,17-09-2017,Man United,Everton,4,0,H,1,0,H,2017-18
E0,23-09-2017,Burnley,Huddersfield,0,0,D,0,0,D,2017-18
E0,23-09-2017,Everton,Bournemouth,2,1,H,0,0,D,2017-18
E0,23-09-2017,Leicester,Liverpool,2,3,A,1,2,A,2017-18
E0,23-09-2017,Man City,Crystal Palace,5,0,H,1,0,H,2017-18
E0,23-09-2017,Southampton,Man United,0,1,A,0,1,A,2017-18
E0,23-09-2017,Stoke,Chelsea,0,4,A,0,2,A,2017-18
E0,23-09-2017,Swansea,Watford,1,2,A,0,1,A,2017-18
E0,23-09-2017,West Ham,Tottenham,2,3,A,0,2,A,2017-18
E0,24-09-2017,Brighton,Newcastle,1,0,H,0,0,D,2017-18
E0,25-09-2017,Arsenal,West Brom,2,0,H,1,0,H,2017-18
E0,30-09-2017,Bournemouth,Leicester,0,0,D,0,0,D,2017-18
E0,30-09-2017,Chelsea,Man City,0,1,A,0,0,D,2017-18
E0,30-09-2017,Huddersfield,Tottenham,0,4,A,0,3,A,2017-18
E0,30-09-2017,Man United,Crystal Palace,4,0,H,2,0,H,2017-18
E0,30-09-2017,Stoke,Southampton,2,1,H,1,0,H,2017-18
E0,30-09-2017,West Brom,Watford,2,2,D,2,1,H,2017-18
E0,30-09-2017,West Ham,Swansea,1,0,H,0,0,D,2017-18
E0,01-10-2017,Arsenal,Brighton,2,0,H,1,0,H,2017-18
E0,01-10-2017,Everton,Burnley,0,1,A,0,1,A,2017-18
E0,01-10-2017,Newcastle,Liverpool,1,1,D,1,1,D,2017-18
E0,14-10-2017,Burnley,West Ham,1,1,D,0,1,A,2017-18
E0,14-10-2017,Crystal Palace,Chelsea,2,1,H,2,1,H,2017-18
E0,14-10-2017,Liverpool,Man United,0,0,D,0,0,D,2017-18
E0,14-10-2017,Man City,Stoke,7,2,H,3,1,H,2017-18
E0,14-10-2017,Swansea,Huddersfield,2,0,H,1,0,H,2017-18
E0,14-10-2017,Tottenham,Bournemouth,1,0,H,0,0,D,2017-18
E0,14-10-2017,Watford,Arsenal,2,1,H,0,1,A,2017-18
E0,15-10-2017,Brighton,Everton,1,1,D,0,0,D,2017-18
E0,15-10-2017,Southampton,Newcastle,2,2,D,0,1,A,2017-18
E0,16-10-2017,Leicester,West Brom,1,1,D,0,0,D,2017-18
E0,20-10-2017,West Ham,Brighton,0,3,A,0,2,A,2017-18
E0,21-10-2017,Chelsea,Watford,4,2,H,1,1,D,2017-18
E0,21-10-2017,Huddersfield,Man United,2,1,H,2,0,H,2017-18
E0,21-10-2017,Man City,Burnley,3,0,H,1,0,H,2017-18
E0,21-10-2017,Newcastle,Crystal Palace,1,0,H,0,0,D,2017-18
E0,21-10-2017,Southampton,West Brom,1,0,H,0,0,D,2017-18
E0,21-10-2017,Stoke,Bournemouth,1,2,A,0,2,A,2017-18
E0,21-10-2017,Swansea,Leicester,1,2,A,0,1,A,2017-18
E0,22-10-2017,Everton,Arsenal,2,5,A,1,1,D,2017-18
E0,22-10-2017,Tottenham,Liverpool,4,1,H,3,1,H,2017-18
E0,28-10-2017,Arsenal,Swansea,2,1,H,0,1,A,2017-18
E0,28-10-2017,Bournemouth,Chelsea,0,1,A,0,0,D,2017-18
E0,28-10-2017,Crystal Palace,West Ham,2,2,D,0,2,A,2017-18
E0,28-10-2017,Liverpool,Huddersfield,3,0,H,0,0,D,2017-18
E0,28-10-2017,Man United,Tottenham,1,0,H,0,0,D,2017-18
E0,28-10-2017,Watford,Stoke,0,1,A,0,1,A,2017-18
E0,28-10-2017,West Brom,Man City,2,3,A,1,2,A,2017-18
E0,29-10-2017,Brighton,Southampton,1,1,D,0,1,A,2017-18
E0,29-10-2017,Leicester,Everton,2,0,H,2,0,H,2017-18
E0,30-10-2017,Burnley,Newcastle,1,0,H,0,0,D,2017-18
E0,04-11-2017,Huddersfield,West Brom,1,0,H,1,0,H,2017-18
E0,04-11-2017,Newcastle,Bournemouth,0,1,A,0,0,D,2017-18
E0,04-11-2017,Southampton,Burnley,0,1,A,0,0,D,2017-18
E0,04-11-2017,Stoke,Leicester,2,2,D,1,1,D,2017-18
E0,04-11-2017,Swansea,Brighton,0,1,A,0,1,A,2017-18
E0,04-11-2017,West Ham,Liverpool,1,4,A,0,2,A,2017-18
E0,05-11-2017,Chelsea,Man United,1,0,H,0,0,D,2017-18
E0,05-11-2017,Everton,Watford,3,2,H,0,0,D,2017-18
E0,05-11-2017,Man City,Arsenal,3,1,H,1,0,H,2017-18
E0,05-11-2017,Tottenham,Crystal Palace,1,0,H,0,0,D,2017-18
E0,18-11-2017,Arsenal,Tottenham,2,0,H,2,0,H,2017-18
E0,18-11-2017,Bournemouth,Huddersfield,4,0,H,2,0,H,2017-18
E0,18-11-2017,Burnley,Swansea,2,0,H,2,0,H,2017-18
E0,18-11-2017,Crystal Palace,Everton,2,2,D,2,2,D,2017-18
E0,18-11-2017,Leicester,Man City,0,2,A,0,1,A,2017-18
E0,18-11-2017,Liverpool,Southampton,3,0,H,2,0,H,2017-18
E0,18-11-2017,Man United,Newcastle,4,1,H,2,1,H,2017-18
E0,18-11-2017,West Brom,Chelsea,0,4,A,0,3,A,2017-18
E0,19-11-2017,Watford,West Ham,2,0,H,1,0,H,2017-18
E0,20-11-2017,Brighton,Stoke,2,2,D,1,2,A,2017-18
E0,24-11-2017,West Ham,Leicester,1,1,D,1,1,D,2017-18
E0,25-11-2017,Crystal Palace,Stoke,2,1,H,0,0,D,2017-18
E0,25-11-2017,Liverpool,Chelsea,1,1,D,0,0,D,2017-18
E0,25-11-2017,Man United,Brighton,1,0,H,0,0,D,2017-18
E0,25-11-2017,Newcastle,Watford,0,3,A,0,2,A,2017-18
E0,25-11-2017,Swansea,Bournemouth,0,0,D,0,0,D,2017-18
E0,25-11-2017,Tottenham,West Brom,1,1,D,0,1,A,2017-18
E0,26-11-2017,Burnley,Arsenal,0,1,A,0,0,D,2017-18
E0,26-11-2017,Huddersfield,Man City,1,2,A,1,0,H,2017-18
E0,26-11-2017,Southampton,Everton,4,1,H,1,1,D,2017-18
E0,28-11-2017,Brighton,Crystal Palace,0,0,D,0,0,D,2017-18
E0,28-11-2017,Leicester,Tottenham,2,1,H,2,0,H,2017-18
E0,28-11-2017,Watford,Man United,2,4,A,0,3,A,2017-18
E0,28-11-2017,West Brom,Newcastle,2,2,D,1,0,H,2017-18
E0,29-11-2017,Arsenal,Huddersfield,5,0,H,1,0,H,2017-18
E0,29-11-2017,Bournemouth,Burnley,1,2,A,0,1,A,2017-18
E0,29-11-2017,Chelsea,Swansea,1,0,H,0,0,D,2017-18
E0,29-11-2017,Everton,West Ham,4,0,H,2,0,H,2017-18
E0,29-11-2017,Man City,Southampton,2,1,H,0,0,D,2017-18
E0,29-11-2017,Stoke,Liverpool,0,3,A,0,1,A,2017-18
E0,02-12-2017,Arsenal,Man United,1,3,A,0,2,A,2017-18
E0,02-12-2017,Brighton,Liverpool,1,5,A,0,2,A,2017-18
E0,02-12-2017,Chelsea,Newcastle,3,1,H,2,1,H,2017-18
E0,02-12-2017,Everton,Huddersfield,2,0,H,0,0,D,2017-18
E0,02-12-2017,Leicester,Burnley,1,0,H,1,0,H,2017-18
E0,02-12-2017,Stoke,Swansea,2,1,H,2,1,H,2017-18
E0,02-12-2017,Watford,Tottenham,1,1,D,1,1,D,2017-18
E0,02-12-2017,West Brom,Crystal Palace,0,0,D,0,0,D,2017-18
E0,03-12-2017,Bournemouth,Southampton,1,1,D,1,0,H,2017-18
E0,03-12-2017,Man City,West Ham,2,1,H,0,1,A,2017-18
E0,09-12-2017,Burnley,Watford,1,0,H,1,0,H,2017-18
E0,09-12-2017,Crystal Palace,Bournemouth,2,2,D,2,2,D,2017-18
E0,09-12-2017,Huddersfield,Brighton,2,0,H,2,0,H,2017-18
E0,09-12-2017,Newcastle,Leicester,2,3,A,1,1,D,2017-18
E0,09-12-2017,Swansea,West Brom,1,0,H,0,0,D,2017-18
E0,09-12-2017,Tottenham,Stoke,5,1,H,1,0,H,2017-18
E0,09-12-2017,West Ham,Chelsea,1,0,H,1,0,H,2017-18
E0,10-12-2017,Liverpool,Everton,1,1,D,1,0,H,2017-18
E0,10-12-2017,Man United,Man City,1,2,A,1,1,D,2017-18
E0,10-12-2017,Southampton,Arsenal,1,1,D,1,0,H,2017-18
E0,12-12-2017,Burnley,Stoke,1,0,H,0,0,D,2017-18
E0,12-12-2017,Crystal Palace,Watford,2,1,H,0,1,A,2017-18
E0,12-12-2017,Huddersfield,Chelsea,1,3,A,0,2,A,2017-18
E0,13-12-2017,Liverpool,West Brom,0,0,D,0,0,D,2017-18
E0,13-12-2017,Man United,Bournemouth,1,0,H,1,0,H,2017-18
E0,13-12-2017,Newcastle,Everton,0,1,A,0,1,A,2017-18
E0,13-12-2017,Southampton,Leicester,1,4,A,0,3,A,2017-18
E0,13-12-2017,Swansea,Man City,0,4,A,0,2,A,2017-18
E0,13-12-2017,Tottenham,Brighton,2,0,H,1,0,H,2017-18
E0,13-12-2017,West Ham,Arsenal,0,0,D,0,0,D,2017-18
E0,16-12-2017,Arsenal,Newcastle,1,0,H,1,0,H,2017-18
E0,16-12-2017,Brighton,Burnley,0,0,D,0,0,D,2017-18
E0,16-12-2017,Chelsea,Southampton,1,0,H,1,0,H,2017-18
E0,16-12-2017,Leicester,Crystal Palace,0,3,A,0,2,A,2017-18
E0,16-12-2017,Man City,Tottenham,4,1,H,1,0,H,2017-18
E0,16-12-2017,Stoke,West Ham,0,3,A,0,1,A,2017-18
E0,16-12-2017,Watford,Huddersfield,1,4,A,0,2,A,2017-18
E0,17-12-2017,Bournemouth,Liverpool,0,4,A,0,3,A,2017-18
E0,17-12-2017,West Brom,Man United,1,2,A,0,2,A,2017-18
E0,18-12-2017,Everton,Swansea,3,1,H,1,1,D,2017-18
E0,22-12-2017,Arsenal,Liverpool,3,3,D,0,1,A,2017-18
E0,23-12-2017,Brighton,Watford,1,0,H,0,0,D,2017-18
E0,23-12-2017,Burnley,Tottenham,0,3,A,0,1,A,2017-18
E0,23-12-2017,Everton,Chelsea,0,0,D,0,0,D,2017-18
E0,23-12-2017,Leicester,Man United,2,2,D,1,1,D,2017-18
E0,23-12-2017,Man City,Bournemouth,4,0,H,1,0,H,2017-18
E0,23-12-2017,Southampton,Huddersfield,1,1,D,1,0,H,2017-18
E0,23-12-2017,Stoke,West Brom,3,1,H,2,0,H,2017-18
E0,23-12-2017,Swansea,Crystal Palace,1,1,D,0,0,D,2017-18
